InteractionID,CustomerID,AgentID,Date,Month,Category,Channel,FirstResponseMinutes,ResolutionHours,FCR,Escalated,SurveySent,CSATScore,NPSSent,NPSScore
INT500241,C11477,A137,2024-01-16,2024-01,Returns & Refunds,Chat,8.9,2.71,True,False,False,,False,
INT500242,C11682,A136,2024-01-15,2024-01,Returns & Refunds,Phone,7.5,2.37,False,False,True,4.0,False,
INT500243,C11221,A135,2024-01-10,2024-01,Returns & Refunds,Phone,24.1,5.33,False,False,True,4.5,False,
INT500244,C11404,A138,2024-01-13,2024-01,Returns & Refunds,Email,9.6,6.5,False,False,True,4.0,False,
INT500245,C11585,A138,2024-01-04,2024-01,Returns & Refunds,Phone,2.8,7.88,True,False,True,5.0,True,10.0
INT500246,C10848,A138,2024-01-14,2024-01,Returns & Refunds,Email,21.7,12.02,False,False,True,4.0,False,
INT500247,C10923,A137,2024-01-24,2024-01,Returns & Refunds,Email,18.8,4.51,True,False,False,,False,
INT500248,C11755,A134,2024-01-18,2024-01,Returns & Refunds,Chat,8.9,5.84,False,False,False,,False,
INT500249,C11865,A138,2024-01-13,2024-01,Returns & Refunds,Phone,24.2,6.45,False,False,False,,False,
INT500250,C11084,A134,2024-01-24,2024-01,Returns & Refunds,Chat,15.2,4.08,False,True,False,,True,5.0
INT500251,C10089,A136,2024-01-29,2024-01,Returns & Refunds,Social,2.4,2.63,False,False,True,5.0,False,
INT500252,C10770,A134,2024-01-08,2024-01,Returns & Refunds,Email,5.1,4.2,True,False,False,,False,
INT500253,C11890,A140,2024-01-01,2024-01,Returns & Refunds,Phone,10.7,9.32,True,False,True,4.5,True,5.0
INT500254,C10412,A137,2024-01-18,2024-01,Returns & Refunds,Chat,4.6,6.11,False,True,False,,False,
INT500255,C11635,A134,2024-01-21,2024-01,Returns & Refunds,Phone,9.7,4.01,False,False,True,4.0,False,
INT500256,C11674,A137,2024-01-04,2024-01,Returns & Refunds,Email,5.6,7.75,True,False,True,3.5,False,
INT500257,C11376,A136,2024-01-21,2024-01,Returns & Refunds,Email,53.2,1.92,True,False,True,4.0,True,7.0
INT500258,C11682,A136,2024-01-14,2024-01,Returns & Refunds,Chat,4.1,4.52,True,False,True,5.0,False,
INT500259,C10911,A136,2024-01-24,2024-01,Returns & Refunds,Phone,28.5,5.26,False,False,False,,False,
INT500260,C12059,A136,2024-01-15,2024-01,Returns & Refunds,Chat,1.8,9.94,False,True,True,3.5,False,
INT500261,C10476,A122,2024-01-19,2024-01,Product Quality,Chat,10.8,5.47,True,False,True,4.5,False,
INT500262,C11343,A113,2024-01-30,2024-01,Product Quality,Email,9.4,10.28,True,False,False,,True,7.0
INT500263,C12095,A103,2024-01-23,2024-01,Product Quality,Email,52.5,12.83,False,True,True,3.0,False,
INT500264,C10314,A115,2024-01-29,2024-01,Product Quality,Chat,7.2,7.51,False,False,False,,False,
INT500265,C11890,A104,2024-01-13,2024-01,Product Quality,Email,22.4,6.67,False,False,False,,False,
INT500266,C10262,A121,2024-01-22,2024-01,Product Quality,Email,2.8,6.55,True,True,False,,False,
INT500267,C10631,A118,2024-01-26,2024-01,Product Quality,Email,22.1,15.99,True,False,False,,False,
INT500268,C10026,A121,2024-01-28,2024-01,Product Quality,Email,46.6,6.91,True,False,False,,False,
INT500269,C11558,A119,2024-01-10,2024-01,Product Quality,Email,24.8,16.73,True,True,True,4.0,False,
INT500270,C12054,A111,2024-01-22,2024-01,Product Quality,Email,15.7,13.89,True,False,False,,False,
INT500271,C11355,A116,2024-01-07,2024-01,Product Quality,Phone,12.8,11.17,False,True,False,,False,
INT500272,C10586,A101,2024-01-04,2024-01,Product Quality,Chat,2.6,8.62,True,False,True,4.0,False,
INT500273,C12078,A119,2024-01-16,2024-01,Product Quality,Chat,3.3,15.52,False,False,False,,False,
INT500274,C12074,A109,2024-01-18,2024-01,Product Quality,Phone,8.0,6.14,False,False,True,3.0,False,
INT500275,C11181,A104,2024-01-12,2024-01,Product Quality,Social,9.6,6.32,False,True,False,,False,
INT500276,C10035,A101,2024-01-22,2024-01,Product Quality,Phone,6.3,1.42,False,False,True,3.5,False,
INT500277,C11118,A115,2024-01-28,2024-01,Product Quality,Phone,20.3,5.55,False,True,False,,False,
INT500278,C11910,A118,2024-01-26,2024-01,Product Quality,Chat,3.4,20.03,True,False,True,4.5,False,
INT500279,C10532,A119,2024-01-04,2024-01,Product Quality,Phone,21.1,6.35,True,False,False,,False,
INT500280,C11617,A106,2024-01-18,2024-01,Product Quality,Phone,16.9,5.02,False,True,False,,False,
INT500281,C11703,A115,2024-01-11,2024-01,Product Quality,Chat,6.1,8.05,False,False,True,3.5,False,
INT500282,C11624,A102,2024-01-02,2024-01,Product Quality,Phone,14.5,2.28,False,True,True,3.5,False,
INT500283,C11367,A102,2024-01-09,2024-01,Product Quality,Email,13.2,4.72,True,False,True,3.5,False,
INT500284,C12097,A103,2024-01-23,2024-01,Product Quality,Phone,2.9,15.07,True,False,True,3.5,False,
INT500285,C10035,A106,2024-01-22,2024-01,Product Quality,Chat,1.9,15.43,True,False,True,4.5,False,
INT500286,C11772,A103,2024-01-30,2024-01,Product Quality,Email,29.4,8.68,True,False,True,3.5,False,
INT500287,C10004,A105,2024-01-31,2024-01,Product Quality,Email,52.4,8.61,False,False,True,3.0,False,
INT500288,C10298,A120,2024-01-04,2024-01,Product Quality,Email,12.4,6.55,False,False,False,,True,3.0
INT500289,C11699,A102,2024-01-26,2024-01,Product Quality,Chat,6.0,12.82,True,False,True,4.0,False,
INT500290,C10215,A105,2024-01-27,2024-01,Product Quality,Social,23.8,10.09,False,False,True,3.0,True,2.0
INT500291,C10257,A121,2024-01-04,2024-01,Product Quality,Phone,42.7,12.64,True,False,True,5.0,False,
INT500292,C10321,A105,2024-01-28,2024-01,Product Quality,Email,19.6,11.33,True,False,True,3.5,False,
INT500293,C10550,A120,2024-01-06,2024-01,Product Quality,Social,31.4,5.59,True,True,False,,False,
INT500294,C11141,A103,2024-01-15,2024-01,Product Quality,Phone,3.7,5.27,False,False,True,4.0,True,4.0
INT500295,C12034,A110,2024-01-24,2024-01,Product Quality,Chat,0.5,11.95,False,False,False,,False,
INT500296,C11642,A106,2024-01-21,2024-01,Product Quality,Phone,11.3,6.95,True,True,True,3.5,False,
INT500297,C12129,A116,2024-01-05,2024-01,Product Quality,Phone,6.6,7.4,True,False,False,,False,
INT500298,C10532,A121,2024-01-15,2024-01,Product Quality,Email,6.3,16.35,True,False,True,5.0,False,
INT500299,C11287,A110,2024-01-01,2024-01,Product Quality,Email,40.4,5.46,True,False,False,,True,6.0
INT500300,C10122,A106,2024-01-16,2024-01,Product Quality,Email,22.4,1.96,False,False,False,,False,
INT500301,C10610,A114,2024-01-06,2024-01,Product Quality,Phone,9.3,11.62,True,False,True,5.0,False,
INT500302,C10712,A121,2024-01-23,2024-01,Product Quality,Phone,20.4,14.22,False,False,True,3.0,False,
INT500303,C10081,A109,2024-01-21,2024-01,Product Quality,Chat,9.9,4.12,True,False,True,4.5,True,7.0
INT500304,C11996,A116,2024-01-25,2024-01,Product Quality,Phone,34.5,10.45,True,False,True,4.0,False,
INT500305,C12033,A113,2024-01-26,2024-01,Product Quality,Chat,2.2,2.6,False,False,False,,True,7.0
INT500306,C10406,A104,2024-01-14,2024-01,Product Quality,Phone,15.3,3.66,True,True,False,,False,
INT500307,C11267,A116,2024-01-29,2024-01,Product Quality,Social,21.4,5.79,True,False,True,4.5,True,10.0
INT500308,C11190,A121,2024-01-17,2024-01,Product Quality,Social,4.8,10.26,True,False,True,2.5,True,10.0
INT500309,C10513,A115,2024-01-31,2024-01,Product Quality,Email,13.6,3.93,False,False,True,3.5,False,
INT500310,C10196,A105,2024-01-25,2024-01,Product Quality,Chat,6.4,11.32,True,False,False,,False,
INT500311,C10535,A110,2024-01-17,2024-01,Product Quality,Email,16.6,6.31,False,False,False,,False,
INT500312,C11325,A106,2024-01-11,2024-01,Product Quality,Phone,8.1,13.25,False,False,False,,True,4.0
INT500313,C12141,A109,2024-01-06,2024-01,Product Quality,Social,15.1,7.09,False,False,True,4.0,False,
INT500314,C11143,A119,2024-01-25,2024-01,Product Quality,Phone,6.5,6.14,True,False,False,,False,
INT500315,C11845,A110,2024-01-21,2024-01,Product Quality,Email,15.5,4.39,False,True,True,4.0,False,
INT500316,C12190,A121,2024-01-02,2024-01,Product Quality,Social,5.4,2.01,False,False,False,,True,6.0
INT500317,C11425,A121,2024-01-26,2024-01,Product Quality,Social,15.2,12.03,True,False,False,,False,
INT500318,C11890,A105,2024-01-10,2024-01,Product Quality,Email,8.9,8.64,True,False,False,,False,
INT500319,C10359,A105,2024-01-22,2024-01,Product Quality,Chat,7.1,11.93,True,False,False,,False,
INT500320,C10940,A122,2024-01-10,2024-01,Product Quality,Chat,3.2,8.02,False,True,False,,False,
INT500321,C11122,A116,2024-01-30,2024-01,Product Quality,Email,12.2,12.96,True,False,False,,False,
INT500322,C10454,A106,2024-01-09,2024-01,Product Quality,Phone,13.9,3.37,False,False,True,2.5,True,6.0
INT500323,C10439,A109,2024-01-30,2024-01,Product Quality,Chat,8.3,12.26,True,False,True,4.0,False,
INT500324,C11465,A116,2024-01-15,2024-01,Product Quality,Email,42.9,13.32,False,False,True,4.5,True,6.0
INT500325,C10933,A112,2024-01-18,2024-01,Product Quality,Phone,10.7,5.13,True,False,False,,False,
INT500326,C10532,A122,2024-01-21,2024-01,Product Quality,Email,15.1,11.76,True,False,False,,False,
INT500327,C10923,A103,2024-01-29,2024-01,Product Quality,Email,39.8,12.79,False,False,False,,True,6.0
INT500328,C10092,A113,2024-01-13,2024-01,Product Quality,Email,6.6,3.36,False,False,True,4.5,False,
INT500329,C10365,A121,2024-01-10,2024-01,Product Quality,Phone,13.9,3.08,True,False,True,4.5,False,
INT500330,C11801,A105,2024-01-11,2024-01,Product Quality,Phone,13.8,9.4,False,True,False,,False,
INT500331,C10716,A103,2024-01-24,2024-01,Product Quality,Email,25.5,8.54,True,False,True,4.0,True,5.0
INT500332,C11755,A103,2024-01-18,2024-01,Product Quality,Phone,20.4,11.61,False,False,True,4.0,False,
INT500333,C10002,A114,2024-01-17,2024-01,Product Quality,Phone,13.8,8.8,True,True,False,,False,
INT500334,C11971,A115,2024-01-11,2024-01,Product Quality,Phone,19.9,2.83,False,True,False,,False,
INT500335,C10306,A116,2024-01-01,2024-01,Product Quality,Email,7.6,7.14,True,True,True,2.5,False,
INT500336,C11173,A119,2024-01-18,2024-01,Product Quality,Email,12.9,15.06,True,False,False,,False,
INT500337,C11592,A119,2024-01-27,2024-01,Product Quality,Phone,8.1,7.45,True,False,False,,False,
INT500338,C10406,A117,2024-01-14,2024-01,Product Quality,Phone,31.6,10.67,True,False,False,,False,
INT500339,C10536,A109,2024-01-02,2024-01,Product Quality,Phone,1.8,14.02,False,False,True,3.5,False,
INT500340,C11591,A105,2024-01-21,2024-01,Product Quality,Chat,7.8,4.27,True,False,True,3.5,False,
INT500341,C10306,A142,2024-01-02,2024-01,Billing & Payments,Phone,2.0,4.21,True,False,True,4.5,False,
INT500342,C10094,A147,2024-01-04,2024-01,Billing & Payments,Email,21.7,5.67,True,False,True,5.0,False,
INT500343,C11662,A143,2024-01-24,2024-01,Billing & Payments,Phone,5.4,1.82,True,False,False,,False,
INT500344,C11060,A143,2024-01-08,2024-01,Billing & Payments,Chat,2.2,5.31,True,False,False,,False,
INT500345,C10127,A147,2024-01-19,2024-01,Billing & Payments,Email,40.7,4.06,False,False,True,4.5,True,7.0
INT500346,C11024,A142,2024-01-31,2024-01,Billing & Payments,Email,8.0,4.31,True,False,True,4.0,False,
INT500347,C10486,A148,2024-01-28,2024-01,Billing & Payments,Email,5.2,1.25,True,False,True,4.0,True,7.0
INT500348,C12200,A148,2024-01-10,2024-01,Billing & Payments,Phone,8.6,2.79,True,False,False,,False,
INT500349,C12018,A147,2024-01-27,2024-01,Billing & Payments,Email,7.4,0.65,True,False,False,,False,
INT500350,C12041,A142,2024-01-05,2024-01,Billing & Payments,Chat,3.0,2.95,True,False,False,,False,
INT500351,C10812,A145,2024-01-24,2024-01,Billing & Payments,Chat,1.5,3.39,True,True,True,4.0,False,
INT500352,C12127,A144,2024-01-17,2024-01,Billing & Payments,Phone,20.6,8.43,False,False,True,5.0,False,
INT500353,C10402,A143,2024-01-25,2024-01,Billing & Payments,Phone,15.1,4.23,True,False,True,4.0,False,
INT500354,C10092,A145,2024-01-05,2024-01,Billing & Payments,Chat,6.5,5.29,False,False,False,,False,
INT500355,C11105,A147,2024-01-14,2024-01,Billing & Payments,Chat,2.6,6.73,True,False,True,5.0,False,
INT500356,C11859,A148,2024-01-14,2024-01,Billing & Payments,Phone,20.1,9.52,True,False,False,,False,
INT500357,C12121,A143,2024-01-07,2024-01,Billing & Payments,Phone,11.3,1.69,True,False,True,5.0,False,
INT500358,C10053,A144,2024-01-22,2024-01,Billing & Payments,Phone,5.7,8.5,True,False,False,,False,
INT500359,C11164,A145,2024-01-18,2024-01,Billing & Payments,Chat,1.6,7.77,True,False,True,5.0,False,
INT500360,C10192,A148,2024-01-28,2024-01,Billing & Payments,Email,23.8,2.01,True,False,True,3.0,False,
INT500361,C10532,A148,2024-01-21,2024-01,Billing & Payments,Chat,2.9,1.8,True,False,False,,False,
INT500362,C11756,A145,2024-01-23,2024-01,Billing & Payments,Social,8.7,3.1,True,True,True,4.5,False,
INT500363,C12123,A149,2024-01-24,2024-01,Billing & Payments,Social,6.7,3.31,False,False,True,4.5,False,
INT500364,C10535,A145,2024-01-05,2024-01,Billing & Payments,Email,5.1,2.85,True,False,False,,False,
INT500365,C10484,A146,2024-01-23,2024-01,Billing & Payments,Phone,13.3,10.05,True,False,False,,False,
INT500366,C11955,A148,2024-01-23,2024-01,Billing & Payments,Phone,16.1,12.28,True,False,True,5.0,False,
INT500367,C10582,A147,2024-01-04,2024-01,Billing & Payments,Email,24.5,6.48,True,False,False,,False,
INT500368,C11456,A149,2024-01-16,2024-01,Billing & Payments,Phone,8.1,4.25,True,False,False,,False,
INT500369,C10472,A143,2024-01-31,2024-01,Billing & Payments,Email,20.1,6.67,False,False,True,4.0,False,
INT500370,C10859,A142,2024-01-31,2024-01,Billing & Payments,Chat,3.9,9.8,False,False,False,,False,
INT500371,C11215,A142,2024-01-14,2024-01,Billing & Payments,Chat,5.3,5.01,True,False,True,5.0,True,4.0
INT500372,C11334,A143,2024-01-19,2024-01,Billing & Payments,Phone,5.7,0.79,True,False,True,4.0,True,5.0
INT500373,C11496,A142,2024-01-05,2024-01,Billing & Payments,Phone,4.5,11.39,True,False,False,,False,
INT500374,C10501,A144,2024-01-12,2024-01,Billing & Payments,Chat,3.1,3.99,True,False,False,,False,
INT500375,C11371,A144,2024-01-01,2024-01,Billing & Payments,Phone,15.0,3.09,False,False,True,4.0,True,5.0
INT500376,C10864,A146,2024-01-26,2024-01,Billing & Payments,Phone,14.9,3.26,True,False,True,4.5,False,
INT500377,C10028,A145,2024-01-30,2024-01,Billing & Payments,Chat,1.1,6.99,True,False,True,5.0,False,
INT500378,C11189,A143,2024-01-10,2024-01,Billing & Payments,Phone,14.2,5.83,True,False,True,4.0,False,
INT500379,C10811,A146,2024-01-24,2024-01,Billing & Payments,Phone,6.5,5.5,True,False,False,,False,
INT500380,C10154,A143,2024-01-18,2024-01,Billing & Payments,Phone,3.0,5.12,True,False,True,4.5,True,10.0
INT500381,C11012,A142,2024-01-02,2024-01,Billing & Payments,Phone,7.7,0.64,True,False,False,,True,8.0
INT500382,C11318,A146,2024-01-10,2024-01,Billing & Payments,Chat,2.6,1.58,True,False,True,4.5,False,
INT500383,C11234,A145,2024-01-11,2024-01,Billing & Payments,Chat,1.1,3.44,True,False,True,4.5,False,
INT500384,C11997,A147,2024-01-27,2024-01,Billing & Payments,Chat,5.9,1.94,True,False,False,,False,
INT500385,C10662,A148,2024-01-05,2024-01,Billing & Payments,Email,35.2,2.98,True,False,True,5.0,False,
INT500386,C11153,A143,2024-01-21,2024-01,Billing & Payments,Phone,9.3,4.19,True,False,False,,False,
INT500387,C10089,A147,2024-01-22,2024-01,Billing & Payments,Email,4.9,7.05,True,False,True,5.0,False,
INT500388,C11704,A142,2024-01-24,2024-01,Billing & Payments,Phone,6.3,5.11,True,False,True,5.0,False,
INT500389,C11416,A149,2024-01-20,2024-01,Billing & Payments,Phone,4.3,1.19,True,False,False,,False,
INT500390,C10227,A144,2024-01-13,2024-01,Billing & Payments,Email,19.0,6.5,False,False,True,4.5,False,
INT500391,C10948,A143,2024-01-11,2024-01,Billing & Payments,Social,13.4,10.22,True,False,True,5.0,False,
INT500392,C11426,A145,2024-01-22,2024-01,Billing & Payments,Phone,6.1,4.94,True,False,False,,False,
INT500393,C11890,A144,2024-01-09,2024-01,Billing & Payments,Chat,6.5,0.37,True,False,False,,False,
INT500394,C10938,A143,2024-01-06,2024-01,Billing & Payments,Phone,14.3,9.95,True,False,True,4.5,False,
INT500395,C11639,A145,2024-01-21,2024-01,Billing & Payments,Phone,6.0,1.24,True,False,True,4.5,False,
INT500396,C10500,A143,2024-01-10,2024-01,Billing & Payments,Email,6.2,3.47,True,False,True,4.5,False,
INT500397,C10227,A147,2024-01-21,2024-01,Billing & Payments,Email,26.9,7.72,True,True,True,4.5,True,10.0
INT500398,C10428,A146,2024-01-31,2024-01,Billing & Payments,Phone,16.7,4.38,True,False,False,,True,6.0
INT500399,C12185,A142,2024-01-25,2024-01,Billing & Payments,Chat,2.2,4.87,True,False,True,4.0,False,
INT500400,C11334,A146,2024-01-17,2024-01,Billing & Payments,Social,9.5,3.05,False,False,True,5.0,False,
INT500401,C10618,A143,2024-01-17,2024-01,Billing & Payments,Email,5.0,4.62,True,False,True,4.5,False,
INT500402,C10736,A145,2024-01-22,2024-01,Billing & Payments,Phone,17.8,3.05,False,False,True,3.5,False,
INT500403,C10141,A144,2024-01-31,2024-01,Billing & Payments,Chat,0.9,8.77,False,False,False,,False,
INT500404,C10433,A147,2024-01-07,2024-01,Billing & Payments,Phone,8.1,9.1,False,False,False,,False,
INT500405,C11154,A144,2024-01-27,2024-01,Billing & Payments,Email,20.3,6.51,True,False,False,,False,
INT500406,C11865,A148,2024-01-03,2024-01,Billing & Payments,Chat,6.0,3.96,True,False,True,4.5,False,
INT500407,C11331,A147,2024-01-11,2024-01,Billing & Payments,Chat,1.1,0.66,True,False,True,4.0,False,
INT500408,C12182,A144,2024-01-16,2024-01,Billing & Payments,Chat,2.1,4.44,True,False,True,4.0,False,
INT500409,C12105,A144,2024-01-11,2024-01,Billing & Payments,Social,7.3,2.03,True,False,True,5.0,False,
INT500410,C11546,A146,2024-01-01,2024-01,Billing & Payments,Phone,5.0,5.87,False,False,True,4.0,False,
INT500411,C11049,A144,2024-01-13,2024-01,Billing & Payments,Chat,2.5,5.39,True,False,False,,False,
INT500412,C11080,A146,2024-01-04,2024-01,Billing & Payments,Phone,13.7,4.19,True,False,False,,False,
INT500413,C11081,A146,2024-01-05,2024-01,Billing & Payments,Phone,6.7,1.46,True,False,True,5.0,False,
INT500414,C11892,A144,2024-01-03,2024-01,Billing & Payments,Phone,11.0,1.23,True,False,False,,False,
INT500415,C10708,A146,2024-01-14,2024-01,Billing & Payments,Phone,3.0,4.01,True,False,True,4.0,False,
INT500416,C11191,A149,2024-01-20,2024-01,Billing & Payments,Phone,17.5,9.45,True,False,True,4.5,False,
INT500417,C11062,A149,2024-01-23,2024-01,Billing & Payments,Phone,8.3,1.97,True,False,True,3.5,False,
INT500418,C12045,A143,2024-01-04,2024-01,Billing & Payments,Phone,9.4,8.94,True,False,True,4.0,False,
INT500419,C11210,A144,2024-01-29,2024-01,Billing & Payments,Phone,6.4,1.64,True,False,False,,False,
INT500420,C10718,A142,2024-01-31,2024-01,Billing & Payments,Phone,5.3,0.85,True,False,True,4.5,False,
INT500421,C11278,A131,2024-01-02,2024-01,Website/App Experience,Email,65.4,4.59,False,False,True,3.5,False,
INT500422,C11831,A129,2024-01-20,2024-01,Website/App Experience,Phone,41.0,3.71,True,False,True,3.5,False,
INT500423,C10532,A125,2024-01-17,2024-01,Website/App Experience,Phone,13.1,7.59,False,False,True,4.0,False,
INT500424,C10008,A125,2024-01-31,2024-01,Website/App Experience,Chat,4.8,9.14,True,False,True,3.5,False,
INT500425,C11191,A126,2024-01-11,2024-01,Website/App Experience,Phone,23.5,1.66,False,True,False,,False,
INT500426,C11728,A123,2024-01-03,2024-01,Website/App Experience,Chat,12.1,5.92,True,False,True,3.5,False,
INT500427,C11993,A132,2024-01-21,2024-01,Website/App Experience,Phone,25.8,18.55,True,False,True,3.5,False,
INT500428,C11158,A130,2024-01-01,2024-01,Website/App Experience,Social,57.4,2.61,True,False,False,,False,
INT500429,C11623,A129,2024-01-19,2024-01,Website/App Experience,Chat,3.9,1.73,True,False,True,4.0,False,
INT500430,C11025,A132,2024-01-25,2024-01,Website/App Experience,Phone,18.0,7.92,True,False,False,,False,
INT500431,C10166,A132,2024-01-05,2024-01,Website/App Experience,Email,17.6,8.34,True,False,False,,True,7.0
INT500432,C11719,A126,2024-01-15,2024-01,Website/App Experience,Chat,3.6,7.59,False,False,True,3.5,False,
INT500433,C11995,A130,2024-01-17,2024-01,Website/App Experience,Email,20.4,5.86,False,False,False,,True,4.0
INT500434,C12079,A123,2024-01-05,2024-01,Website/App Experience,Email,92.4,2.79,False,False,True,3.5,False,
INT500435,C10532,A127,2024-01-06,2024-01,Website/App Experience,Chat,4.2,9.92,True,False,False,,False,
INT500436,C10932,A129,2024-01-31,2024-01,Website/App Experience,Phone,10.1,15.06,False,False,False,,False,
INT500437,C10770,A127,2024-01-18,2024-01,Website/App Experience,Social,42.6,5.84,False,False,True,3.5,False,
INT500438,C10927,A126,2024-01-27,2024-01,Website/App Experience,Phone,3.0,13.39,True,False,True,4.5,False,
INT500439,C10314,A125,2024-01-20,2024-01,Website/App Experience,Social,12.3,10.61,False,True,False,,False,
INT500440,C11091,A129,2024-01-06,2024-01,Website/App Experience,Email,10.3,9.08,False,True,False,,False,
